0.0872,0.1745,0,0,0.1745,0,1.06014,0.434137,0.559316,-1.99746,1.7254,-2.84352,
0.0855516,0.162256,-0.00867799,0.020677,0.172968,-0.0217635,1.03848,0.380602,0.581316,-2.09424,1.70726,-2.83441,
0.0632705,0.167578,-0.00267794,0.0431638,0.178084,-0.0279982,1.0393,0.485816,0.504662,-2.08594,1.74753,-2.82934,
0.0516246,0.170911,-0.00892375,0.0398106,0.173408,-0.0582077,1.03952,0.473261,0.480346,-2.15615,1.75046,-2.79653,
0.036653,0.161427,-0.00275114,0.054057,0.193643,-0.0711251,1.03072,0.537669,0.415032,-2.16282,1.76592,-2.79899,
0.0330105,0.165617,-0.0102812,0.0575548,0.188197,-0.10278,1.0738,0.502589,0.379664,-2.04361,1.7191,-2.88348,
0.0327158,0.166885,-0.0149516,0.0731574,0.190029,-0.132126,1.08023,0.480575,0.387006,-2.03948,1.71099,-2.88506,
0.0394919,0.155268,-0.0167749,0.0793272,0.167034,-0.15163,1.09303,0.391036,0.401653,-2.01885,1.65115,-2.94707,
0.0334636,0.150448,-0.0244159,0.0975468,0.161559,-0.177156,1.07954,0.366366,0.400105,-2.10093,1.63415,-2.9194,
0.0319921,0.138715,-0.0310229,0.127717,0.160852,-0.183255,1.07357,0.345173,0.39751,-2.10156,1.60247,-2.96375,
0.0371492,0.13828,-0.0334247,0.132932,0.149014,-0.213777,1.06232,0.294826,0.415685,-2.17734,1.58022,-2.91072,
0.0326301,0.140294,-0.0294958,0.119281,0.159262,-0.242064,1.04815,0.309798,0.402146,-2.26279,1.60911,-2.81121,
0.0234283,0.136925,-0.0271477,0.109971,0.156005,-0.272603,1.06269,0.313795,0.338572,-2.23513,1.58822,-2.83148,
0.0114453,0.139921,-0.0254768,0.105692,0.152088,-0.303303,1.05984,0.3413,0.277974,-2.29414,1.60209,-2.77327,
0.00537479,0.135742,-0.0355084,0.105971,0.157733,-0.334036,1.05074,0.336792,0.226841,-2.35545,1.58516,-2.72642,
0.01426,0.136123,-0.040938,0.11534,0.166113,-0.363445,1.03786,0.29872,0.257195,-2.4279,1.59811,-2.6399,
0.0180707,0.13722,-0.0474384,0.115147,0.175045,-0.394968,1.05349,0.261073,0.266429,-2.35183,1.56825,-2.69624,
0.0221496,0.12305,-0.0414707,0.128891,0.159192,-0.415902,1.03858,0.234805,0.238976,-2.40371,1.52942,-2.65485,
0.0311761,0.130977,-0.0473995,0.135975,0.155994,-0.445761,1.03105,0.194394,0.266058,-2.46633,1.54156,-2.56831,
0.0126491,0.141207,-0.0386113,0.123032,0.157161,-0.466676,1.04904,0.256974,0.21126,-2.45239,1.5943,-2.5597,
0.0245593,0.131017,-0.0445729,0.133813,0.15199,-0.493271,1.04313,0.194805,0.211877,-2.43786,1.52799,-2.57376,
0.0455961,0.120998,-0.038527,0.143048,0.136412,-0.508238,1.02142,0.127834,0.237418,-2.49607,1.49586,-2.49534,
0.0355329,0.12358,-0.0500985,0.143255,0.136371,-0.538064,1.02582,0.156485,0.144154,-2.52849,1.49256,-2.4485,
0.0259354,0.113829,-0.0605007,0.149538,0.144337,-0.56514,1.02637,0.181708,0.0497923,-2.50305,1.44347,-2.4818,
0.0353138,0.102027,-0.054236,0.157054,0.135231,-0.592077,1.01558,0.159498,0.0133257,-2.537,1.41837,-2.40983,
0.0545321,0.112169,-0.0537772,0.163021,0.140016,-0.616583,1.00972,0.0847049,0.106618,-2.60223,1.47099,-2.28275,
0.0545436,0.104736,-0.0635349,0.149422,0.140469,-0.644794,1.00479,0.0879641,0.0100082,-2.56301,1.40319,-2.30608,
0.0410419,0.105822,-0.0643918,0.149994,0.149578,-0.674188,1.02184,0.124425,-0.0533196,-2.59389,1.44944,-2.24224,
0.0466239,0.104089,-0.0615753,0.15374,0.141033,-0.705847,1.01655,0.103973,-0.0740287,-2.57287,1.42134,-2.24044,
0.0509192,0.106813,-0.0551715,0.152994,0.134071,-0.737715,1.01523,0.078935,-0.0687842,-2.55812,1.42182,-2.22719,
0.0316091,0.125682,-0.0561664,0.150072,0.148942,-0.750825,1.04355,0.107515,-0.0361622,-2.57611,1.52245,-2.21376,
0.0449575,0.134936,-0.0483531,0.153572,0.147011,-0.778943,1.03482,0.0353795,0.0703843,-2.53812,1.52423,-2.23432,
0.0583952,0.124394,-0.0547532,0.135503,0.158406,-0.797449,1.01234,-0.00936709,0.0496456,-2.51714,1.4663,-2.2202,
0.034155,0.13534,-0.0588848,0.127323,0.162727,-0.815377,1.04667,0.0547691,-0.0233164,-2.54947,1.54779,-2.17455,
0.0253722,0.125193,-0.0722519,0.141288,0.154605,-0.837997,1.03955,0.114643,-0.182358,-2.51365,1.458,-2.23633,
0.00234084,0.113703,-0.0755575,0.132586,0.170359,-0.849581,1.04862,0.210937,-0.339694,-2.54655,1.4699,-2.20259,
-0.0191722,0.121267,-0.0803392,0.118974,0.157777,-0.865232,1.06141,0.307169,-0.506068,-2.52283,1.44935,-2.26042,
-0.0246032,0.114257,-0.0855525,0.103931,0.167587,-0.891748,1.04779,0.340447,-0.602278,-2.44849,1.39373,-2.35439,
-0.014562,0.128145,-0.084482,0.11759,0.176652,-0.915579,1.06262,0.236721,-0.424528,-2.519,1.49395,-2.21025,
0.000506588,0.135329,-0.079711,0.121559,0.164818,-0.941545,1.07101,0.16351,-0.361938,-2.54833,1.5328,-2.11182,
-0.000285241,0.127027,-0.0760822,0.111126,0.153491,-0.970034,1.05567,0.195399,-0.479921,-2.50984,1.47683,-2.13728,
0.00686205,0.134265,-0.0698456,0.115035,0.15767,-1.00096,1.04454,0.114516,-0.344205,-2.47069,1.49262,-2.15329,
-0.00806588,0.120339,-0.075886,0.119043,0.155918,-1.02663,1.03246,0.226273,-0.568681,-2.43296,1.41509,-2.22602,
-0.00711256,0.129912,-0.0780735,0.119278,0.168178,-1.05636,1.03302,0.159077,-0.45316,-2.3951,1.44071,-2.24796,
0.0118163,0.126094,-0.0823073,0.129788,0.153955,-1.07704,1.00877,0.138811,-0.512331,-2.39788,1.38769,-2.19476,
0.0246611,0.140789,-0.081026,0.153739,0.160025,-1.08881,1.0124,0.0212008,-0.291823,-2.38769,1.41884,-2.19346,
0.0419123,0.132564,-0.0920046,0.161541,0.152676,-1.11185,0.974139,0.0271978,-0.408489,-2.37519,1.3382,-2.15411,
0.0436494,0.127974,-0.0829058,0.175374,0.165455,-1.13773,0.981301,-0.0182321,-0.349495,-2.42498,1.39971,-2.03623,
0.0393963,0.128318,-0.0841064,0.180717,0.161436,-1.1704,0.960532,-0.00176463,-0.387932,-2.36047,1.34736,-2.12178,
0.0267747,0.132775,-0.0774348,0.185943,0.171533,-1.1983,0.974898,-0.0233207,-0.314113,-2.33695,1.38216,-2.16024,
0.0224105,0.146597,-0.0843693,0.203314,0.175326,-1.2219,0.986709,-0.0513685,-0.248032,-2.30862,1.38504,-2.21501,
0.0377175,0.149171,-0.0814803,0.211851,0.182195,-1.24951,0.967793,-0.133243,-0.169658,-2.34232,1.40667,-2.09092,
0.0312353,0.157139,-0.0783092,0.210299,0.17351,-1.28014,0.968508,-0.137564,-0.162917,-2.28963,1.39161,-2.15738,
